review_date,handle,helpfulness_rating,review,sentiment,cleaned_text
"June 2, 2016",Angela Mehrer,,"This is my second one of these. Sadly, my first one started going after a couple years of hard use. I adore this coffeemaker! It's easy to use, keeps the coffee good and hot. After over a year of use, it did start getting water build up in the two small reservoirs, but I truly did not mind emptying it. Really, how hard is it to put paper towels to soak it up? 1 minute and your done. And it keeps it clean! I recommend this to all my family and friends.",positive,second one sadly first one start go couple year hard use adore coffeemaker easy use keep coffee good hot year use start get water build two small reservoir truly mind empty really hard put paper towel soak minute do keep clean recommend family friend
"October 15, 2011",M. Young,,This purchase replaced one of similar design that we have been using for about 3 years.  The water sensor stopped working on the old one but it's not bad to get 3 years of daily work from any coffee maker anymore.  This model is much easier to dispense because they have created a slightly concave space  where the cup presses against the coffee release bar so the cup can get slightly closer to the machine.  This has helped to eliminate the problem of using thicker rimmed cups.  I believe they still make the other one with the flat stainless across the dispensing area so buyer beware!  This is our fourth brew station and the best design we have used so far.,positive,purchase replace one similar design use year water sensor stop work old one bad get year daily work coffee maker anymore model much easy dispense create slightly concave space cup press coffee release bar cup get slightly closer machine help eliminate problem use thicker rim cup believe still make one flat stainless across dispense area buyer beware fourth brew station best design use far
"December 16, 2015",MICHAEL P MCDONALD,,"Makes good coffee.  The timer is easy.  The auto shutoff works great.  Some of the taller tumblers may not fit easily beneath the dispenser.  As an improvement I would recommend a dispenser light.  When a tall cup is used, it's difficult to see inside the cup to tell if the cup will overflow.  A little light by the dispenser would improve visibility.  One downside...the decanter that holds the brewed coffee is not dishwasher safe.  There are too many plastic parts that could be damaged by the hot air drying cycle of a dishwasher.  There is a heating element in the decanter that cannot be put in the dishwasher.",positive,make good coffee timer easy auto shutoff work great taller tumbler may fit easily beneath dispenser improvement would recommend dispenser light tall cup use difficult see inside cup tell cup overflow little light dispenser would improve visibility one downside decanter hold brewed coffee dishwasher safe many plastic part could damage hot air dry cycle dishwasher heat element decanter cannot put dishwasher
"September 18, 2013",ruby,One,"Our household is in love with these Brewstation coffeemakers -- easy dispensing, no carafe to break.  But we bought several over the last few years, and each one started to leak and got worse and worse until it was unusable.  Then the last one wouldn't make more than 2 cups at a time.  So we changed to this model.  And beyond the wonderful new feature where it fits a go-cup, it's making really good coffee and working great.  I'm a little cautious because of prior experience, but as of now, 5 stars!",positive,household love brewstation coffeemakers easy dispense carafe break buy several last year one start leak get bad bad unusable last one make cup time change model beyond wonderful new feature fit go cup make really good coffee work great little cautious prior experience star
"September 15, 2013",GS,,We had to return the first coffee maker -it had some problems but we loved the coffee that it made so we got a replacement instead of a refund. The second one works fine. The coffee is delicious and my husband drinks it black and he he loves the flavor. My only negative comment (4 instead of 5 stars) is that the keep warm feature is OK for the first two hours but after that the coffee starts to acquire a burned flavor. We keep out coffee in a carafe so we solved that problem. The dispenser works well and the controls are easy to use. Clean-up is standard.,positive,return first coffee maker problem love coffee make get replacement instead refund second one work fine coffee delicious husband drink black love flavor negative comment instead star keep warm feature ok first two hour coffee start acquire burn flavor keep coffee carafe solve problem dispenser work well control easy use clean standard
"May 28, 2020",William Denton,,Oftentimes I leave for work before my wife gets up. With this I can brew coffee take what I need and she has a hot cup waiting for her.,positive,oftentimes leave work wife get brew coffee take need hot cup wait
"July 4, 2021",Stacey,,My glass pot burst so when I looked at replacing it it was just cheaper to buy a new coffee machine.,positive,glass pot burst look replace cheap buy new coffee machine
"November 12, 2018",QueenB,,This is our 3rd brew station in many years. No carafe to break. Just put your cup under the spout and fill it up. We don't like keurig type machines...coffee is too weak. So this is the perfect compromise.,positive,3rd brew station many year carafe break put cup spout fill like keurig type machine coffee weak perfect compromise
"April 8, 2016",Harley,,"I purchased this more for my house-sitter than for me. She enjoys a GOOD cup of coffee and my really cheap coffee maker broke. For an inexpensive maker this makes good coffee. Its easy to set up and use. My house-sitter even complimented me on the machine and how much better the coffee tastes :). So if you are looking for a coffee maker than won't break the bank, buy this one.",positive,purchase house sitter enjoy good cup coffee really cheap coffee maker break inexpensive maker make good coffee easy set use house sitter even compliment machine much good coffee taste look coffee maker break bank buy one
"July 22, 2019",Amazon Customer,,This is our favorite coffee maker and we have been purchasing these for the past 5 years. Highly recommend if you like the ability to have multiple cups of hot coffee ready to go for up to 4 hrs.,positive,favorite coffee maker purchase past year highly recommend like ability multiple cup hot coffee ready go hrs
"October 26, 2015",Heath Johnson,,"First thing I'll lead off with is the one annoying thing.  The space between the little grate and the spout where the coffee comes out is short.  Most tumblers won't fit, you have to come in at an angle.  I use this daily, I have used it to make coffee right away and I have used it with the timer.  It all works and works great.  Much nicer than a pot.  I wouldn't buy a pot one again  Simple to use and clean.  Very happy with this!",positive,first thing lead one annoy thing space little grate spout coffee come short tumbler fit come angle use daily use make coffee right away use timer work work great much nicer pot buy pot one simple use clean happy
"February 9, 2018",Amy Beth Luthor,,Awesome coffee maker! Makes great tadting coffee. Love the removable water reservoir. Love not having a glass carafe to break. Love that the water section and the coffee section are separate. Love the liquid dispenser. And seriously love the iced coffee making abilities! Lots of other features too.,positive,awesome coffee maker make great tadting coffee love removable water reservoir love glass carafe break love water section coffee section separate love liquid dispenser seriously love iced coffee make ability lot feature
"February 21, 2016",Miami Lyric,One,"I've had this for a few months. It works well, and makes decent coffee. The coffee is hot enough, and stays hot in the reservoir. I haven't had any problems with it. I've taken off a star because I have to hold the machine in order to press my mug to get a pour. If it's sitting against a wall, I imagine you won't have this issue, since that'll hold it in place, but I have deep counters with cabinets above the back, so I have to pull it forward while in use. If I don't hold it, the pushing action pushes the machine, and not the pour button. It's not a huge deal, but just slightly annoying.",positive,month work well make decent coffee coffee hot enough stay hot reservoir problem take star hold machine order press mug get pour sit wall imagine issue since hold place deep counter cabinet back pull forward use hold push action push machine pour button huge deal slightly annoy
"June 11, 2019",nana hunt,,I had to steal one from the camper to bring home - wore out my third one at home so this is a replacement for the camper. They last and I will never go back to a carafe pot.,positive,steal one camper bring home wore third one home replacement camper last never go back carafe pot
"November 26, 2016",angelop3,One,"Great way to brew coffee and serve it without a carafe!  It took a few days to get used to not having a carafe, but it is now a nice way to pour a cup of coffee.  The machine parts are a bit bulky and awkward to use, but I'm getting used to how this machine works. Wish this coffee maker was made with a material other than plastic.  I'll be using it for awhile.",positive,great way brew coffee serve without carafe take day get use carafe nice way pour cup coffee machine part bit bulky awkward use get use machine work wish coffee maker make material plastic use awhile
"July 25, 2020",Cynthia F. Rabe,,I purchased this because I thought the coffee would not burn like other makers but it is the same as others.,positive,purchase think coffee would burn like maker others
"December 4, 2019",Deborah Poliks,,"Very excited about this product.  I can just put my cup or travel mug underneath and pour. Quick and easy and go.  Also it has an hour timer on it to keep your coffee warm and shut off automatically when done . Love this product, Cant believe all these years I did without.",positive,excited product put cup travel mug underneath pour quick easy go also hour timer keep coffee warm shut automatically do love product cant believe year without
"October 6, 2019",Trixie,,What i love is that there is no glass pot to break which i did all the time. Also keeps coffee hot for hours!,positive,love glass pot break time also keep coffee hot hour
"August 21, 2014",Karl R. Schneider,2,"Makes plenty good hot coffee, the detachable water tank is a great feature.  We had an older model that was messy to fill but it worked fine for several years,  the program startup failed recently so I replaced it with this one, my only complaint is a minor one, the blue display is VERY bright and it shines into my bedroom...I taped some aluminum foil over it to stop that annoyance.  Anyway so far it is working great, I have no regrets.",positive,make plenty good hot coffee detachable water tank great feature old model messy fill work fine several year program startup fail recently replace one complaint minor one blue display bright shin bedroom tap aluminum foil stop annoyance anyway far work great regret
"December 6, 2018",L. Caslin,,I would have given it 5 stars if the condensation on the inside of the lid wasn't so bad and leaked everywhere when opened. I thought the coffee would stay hotter but it doesn't. The good thing about this coffee maker is that the coffee does not taste burned after sitting a couple of hours.,positive,would give star condensation inside lid bad leak everywhere open think coffee would stay hotter good thing coffee maker coffee taste burn sit couple hour
"December 15, 2013",KReitz,,"I've been making my coffee using either a French Press or Chemex for the better part of three years. Over time our coffee drinking habits changed and it became too much of a hassle to keep using those for everyday use. I'm not going to get into the decision making process, but we settled a Brewstation. Reading reviews, it seemed like the only common complaint was that the spout was too far back, causing spillage down the back side of the mug. I have been trying to duplicate this problem over the 4 days that I've had it, and I cannot... it seems 100% fine to me. Go for it.",positive,make coffee use either french press chemex good part three year time coffee drinking habit change become much hassle keep use everyday use go get decision making process settle brewstation read review seem like common complaint spout far back cause spillage back side mug try duplicate problem day cannot seem 100 fine go
"May 31, 2020",Theresa Steinmann,,"I really love this pot.I drink coffee all day long and now it stays hot,love it. The only problem is the spout leaks when you take the coffee,does anyone have a solution for this?",positive,really love pot drink coffee day long stay hot love problem spout leak take coffee anyone solution
"December 14, 2019",Herbert Abbott,,"I replaced the older version which did very well. This one seemed to be an improvement, but now I must wash three items to two previously. The old unit gripped the countertop so that getting a cup of coffee was a one-handed operation. this unit slides with pressure on the fill valve, so it takes two hands. Still, the coffee is tasty and I am OK with my purchase.",positive,replace old version well one seem improvement must wash three item two previously old unit grip countertop get cup coffee one hand operation unit slide pressure fill valve take two hand still coffee tasty ok purchase
"October 17, 2020",NonniandPoppi,,The side water tank is so easy and convenient. The coffee maker keeps the brewed coffee at the right temperature. I recommend it.,positive,side water tank easy convenient coffee maker keep brewed coffee right temperature recommend
"January 6, 2013",Mary Ann Wingard,,My daughter really likes this gift but it's taking some getting used to.  You can't put the unit where the coffee stays warm into the dishwasher so that is a negative since she uses the dishwasher for everything.  She loves that you push the front of the machine to get the coffee out and there is no dribbling like with a regular coffee pot.  The ability to tell it how long to keep the coffee warm is a real plus.  I'm sure over time she won't want to do without it but it's new and different so it's just taking some getting used to.,positive,daughter really like gift take get use put unit coffee stay warm dishwasher negative since use dishwasher everything love push front machine get coffee dribble like regular coffee pot ability tell long keep coffee warm real plus sure time want without new different take get use
"June 16, 2021",Marie C.,,"I love the fact that I can time the brew and also I can set it for 4 hours and it doesn’t taste burnt. The only thing I noticed, the basket doesn’t sit on the base too well.",positive,love fact time brew also set hour taste burn thing notice basket sit base well
"July 9, 2018",RealEstaGrl72,,"I bought this machine 3 years ago and today it died. I'm not writing a negative review however, this is a positive one! I have bought other brands in the past that didn't last 6 months. This one lasted 3 years! I just ordered my second one..",positive,buy machine year ago today die write negative review however positive one buy brand past last month one last year order second one
"February 21, 2020",Genna J,,Only issue is that the brewer is really loud. I had a previous model and I like the new design.,positive,issue brewer really loud previous model like new design
"January 12, 2017",Michelle,,"I had the older version of this model where the water tank was below the coffee tank. We ended up trashing it because we couldn't get rid of the horrible tadte that filtered into it. However, with this model we can now clean both the water tank and the coffee tank and I have way more faith in it. Our original Hamilton Beach lasted 3 years and would have lasted longer had I been able to clean that water tank. Cheers to a good cup of coffee!!",positive,old version model water tank coffee tank end trash get rid horrible tadte filter however model clean water tank coffee tank way faith original hamilton beach last year would last long able clean water tank cheer good cup coffee
"August 20, 2018",CDWB,,"Super easy to use, makes a great cup of coffee, and no carafe to break.  I simply love this new coffeemaker.  It replaces one of those pod brewers that kept breaking.  It's easy to clean and has a removable water reservoir.  I gave it five stars for all of the reasons listed.",positive,super easy use make great cup coffee carafe break simply love new coffeemaker replace one pod brewer keep break easy clean removable water reservoir give five star reason list
"June 30, 2018",Amazon Customer,,"I really like the brew station for the convenience of not having to fiddle with a pot or carafe. What I do not like is not having the ability to reheat the coffee in the station, when it has already shut off after brewing, or when I forgot to  turn on the keep heated feature. Upon selecting the on button, the station beeps and asks for water to be placed in the brewing unit.",positive,really like brew station convenience fiddle pot carafe like ability reheat coffee station already shut brewing forget turn keep heat feature upon select button station beep asks water place brewing unit
"January 8, 2020",Sheila,,This is a little slower than I'm used to.  Have cleaned it and adjusted the brew cycle.  Not a bad coffee maker  but waiting for it to brew can be hard and dispensing is slow.,positive,little slow use clean adjust brew cycle bad coffee maker wait brew hard dispensing slow
"March 17, 2021",Milton S.,,My wife and I really like this model coffee pot.  Generally they have held up really well.  We use it every morning.  The reservoir is much easier to clean compared to a coffee pot.  There is  a bold brew that intensifies the flavor.  I highly recommend this product.,positive,wife really like model coffee pot generally hold really well use every morning reservoir much easy clean compare coffee pot bold brew intensify flavor highly recommend product
"March 20, 2018",Debie L. Bodjanac,,I like this idea of not having to bother with a glass carafe.  The coffee taste better and state warm in the chamber just waiting for you to put your up to the serving are to get A cup of coffee.  We found that we do not use as much coffee to get a good strong cup of coffee.,positive,like idea bother glass carafe coffee taste well state warm chamber wait put serving get cup coffee find use much coffee get good strong cup coffee
"June 28, 2018",KTE,,We have owned this for almost 10 months and it works perfectly.  There is a learning curve because the brew strength is different than the traditional carafe coffee maker.  We enjoy having a hot fresh cup of coffee throughout the day.,positive,own almost 10 month work perfectly learn curve brew strength different traditional carafe coffee maker enjoy hot fresh cup coffee throughout day
"August 21, 2016",Merilee F,,"I absolutely love this machine!!!!  It works like a charm and keeps the coffee HOT!!!  I LOVE MY COFFEE HOT!!! I use the timer so it is made at the same time everyday and stays hot and fresh.  I read other reviews about it pouring out funky.... that is BS.... it comes out perfect each and every time!  They must have bad aim... lol.  I would buy this machine again, and would give it as a gift.  Good price compared to the stores.",positive,absolutely love machine work like charm keep coffee hot love coffee hot use timer make time everyday stay hot fresh read review pour funky b come perfect every time must bad aim lol would buy machine would give gift good price compare store
"February 14, 2018","Recording Artist, Author, Wife, Mom, and Friend",,Never enjoy pouring the water from that cumbersome pitcher. It's heavy and awkward to lift and spill. But I LOVE this machine and I love holding my cup against it and seeing the coffee come out hot and fresh. No mess and no pouring. SWEET!,positive,never enjoy pour water cumbersome pitcher heavy awkward lift spill love machine love hold cup see coffee come hot fresh mess pour sweet
"July 9, 2021",Bass,,This is the best coffee pot i have ever purchased.  You can fill your cup with no messy mess.  Thanks.,positive,best coffee pot ever purchase fill cup messy mess thanks
"May 15, 2020",Anton P Steg,,Being a widower i enjoy the simplicity of putting a k-cup in  machine and having a cup of coffee within two minutes,positive,widower enjoy simplicity put cup machine cup coffee within two minute
"April 11, 2015",Granny's Purse,,"My husband and I just love this coffee maker.  It's easy to clean, easy to fill, makes great coffee and has settings for the amount of time you want it to stay warm for up to 4 hours.  If 4 hours isn't long enough you can turn it back on to warm for another 4 hours and the coffee never tastes ""burnt"".  It has a small foot print so it doesn't take up much counter space.  I would recommend this coffee maker to my friends and family.  Well done.",positive,husband love coffee maker easy clean easy fill make great coffee setting amount time want stay warm hour hour long enough turn back warm another hour coffee never taste burnt small foot print take much counter space would recommend coffee maker friend family well do
"July 13, 2019",Jewel F,,This is our third one. I gave one as a gift and this is the second one for us. We make a lot of coffee and the first one lasted for almost 3 years. Hope this one works as well.,positive,third one give one gift second one u make lot coffee first one last almost year hope one work well
"October 23, 2016",Pest 2,,"This is my third one of these coffee makers.  They make great coffee and never have to worry about breaking a glass pot.  But as all I have had,  they start to leak water after 2+ years.  So will expect that from this one to.  But better than paying alot more money for one's with glass pots,  and also leak after a while to.",positive,third one coffee maker make great coffee never worry break glass pot start leak water year expect one good pay alot money one glass pot also leak
"August 15, 2019",beachdonna,,"I love this coffee maker.  Best of all, setting the clock and the timer is so easy.  With no carafe, you can simply press a button to have your coffee kept warm for up to 4 hours.  It is extremely easy to clean!  The coffee tastes great.....no burnt taste when keeping it warm.  If you are on the fence about this coffee maker,  don't be.  Put it in your cart and don't look back.",positive,love coffee maker best set clock timer easy carafe simply press button coffee keep warm hour extremely easy clean coffee taste great burnt taste keep warm fence coffee maker put cart look back
"February 25, 2019",Morgan Miller,,"Easy and classic coffee maker. I love that it doesn't have a coffee pot, and in its place has a ""dispenser"" . Very easy to use at the office, with a 4 hour warmer to keep things warm. Great purchase!",positive,easy classic coffee maker love coffee pot place dispenser easy use office hour warmer keep thing warm great purchase
"August 1, 2019",Keith A. Klingensmith,,I love this coffee maker.  I got it in the mail this afternoon.  And I had 4 cups so far. Thank you. Keep up the good work.,positive,love coffee maker get mail afternoon cup far thank keep good work
"March 28, 2019",David B.,,"We had an earlier version of this coffee maker, and we really liked it. It finally wore out, so we got this updated one and like it even better. It has some additional features and looks better on the counter due to the additional stainless steel front panel.",positive,early version coffee maker really like finally wear get update one like even well additional feature look well counter due additional stainless steel front panel
"January 24, 2019",Mary K. Smalley,,This is our favorite coffee maker.  It is easy to use.  It is much more convenient being able to take the water tank to the sink.  It is very fast. Buy it!,positive,favorite coffee maker easy use much convenient able take water tank sink fast buy
"January 18, 2019",claire Reis,,"Bought for the work breaks,Makes great coffee easy to set timer so coffee is ready when we arrive,have not figured out how to make iced coffee yet,But as a women I have not read the directions yet either--lol",positive,bought work break make great coffee easy set timer coffee ready arrive figure make iced coffee yet woman read direction yet either lol
"February 17, 2021",Frank J. Tuma,,Excellent product. Coffee is much hotter than our previous coffee maker. Easy to clean and maintain.,positive,excellent product coffee much hot previous coffee maker easy clean maintain
"April 16, 2018",PhilG,,"I really like this coffee maker.  I had a similar model years ago, but it didn't have a detachable water container.  Being able to fill it in the sink and place it back in the coffer maker is very convenient.  The only thing I wish it had would be a signal when the brewing is complete.",positive,really like coffee maker similar model year ago detachable water container able fill sink place back coffer maker convenient thing wish would signal brewing complete
"January 19, 2019",Shawn K.,,"When I received this, I instantly put it to use and made myself some coffee.  (first I cleaned it by running a cycle of water with 2 tablespoons of white vinegar through it).  The coffee tastes very very good. Not like plastic as so many coffee makers do to coffee.  Especially the ones made in China...what isn't these days...so I was pleased.  The features work as advertised and I like the conveniences that this maker has to offer.  Easy to set up and use right away and program to make your coffee ready-made for your next morning's enjoyment.",positive,receive instantly put use make coffee first clean run cycle water tablespoon white vinegar coffee taste good like plastic many coffee maker coffee especially one make china day pleased feature work advertised like convenience maker offer easy set use right away program make coffee ready make next morning enjoyment
"July 23, 2020",Vandergriff,,Great coffee maker! I’ve always enjoyed pressing a button for coffee instead of picking up a coffee pot. This one keeps the coffee very hot and having options for how long is cool! Haven’t tried the ice coffee option yet.,positive,great coffee maker always enjoy press button coffee instead pick coffee pot one keep coffee hot option long cool try ice coffee option yet
"January 2, 2017",Jewell,One,"This is my favorite coffee maker, and my third one over many years. I like not having to use a carafe.  The design changes every time I need a new one, but the coffee tastes great.  It's easy to use and the others last for years.  I hope this one does, too.",positive,favorite coffee maker third one many year like use carafe design change every time need new one coffee taste great easy use others last year hope one
"January 15, 2017",3ATM,One,"I love this coffee maker! But it only got 4 stars for 2 design flaws. Please fix these 2 issues: 1. The LCD can be half the brightness, I don't need my kitchen illuminated. 2. There should be an LED where the coffee is dispensed so you can see if you a pressing the release lever and when the cup get full.",positive,love coffee maker get star design flaws please fix issue lcd half brightness need kitchen illuminate lead coffee dispense see press release lever cup get full
"January 5, 2017",dndobson,One,"I've had this coffee maker for a over a year now and I still love it. I especially love not having a coffee pot.  The coffee stored in the upper reservoir stays warm for as long as you leave it in. It brews coffee quickly and it's easy to clean. Some cups are too tall to fit, but tilting them usually works.  And it looks good.",positive,coffee maker year still love especially love coffee pot coffee store upper reservoir stay warm long leave brew coffee quickly easy clean cup tall fit tilt usually work look good
"February 9, 2020",Easy Day,,"I love that there in carafe, I set it and when I wake up every morning my coffee is ready.",positive,love carafe set wake every morning coffee ready
"July 3, 2021",SuzyQ,,"Great for people tired of K cups,  but want the use of a single drip coffee maker such as the Keurig style, this single drip coffee maker uses the traditional style of a 10-12 coffee pot.  It holds up to 12 cups, keeps warm for up to 4 hours, has settings for delayed start.",positive,great people tired cup want use single drip coffee maker keurig style single drip coffee maker use traditional style 10 12 coffee pot hold 12 cup keep warm hour setting delayed start
"February 10, 2018",CZWDSTCK,,"Highly recommended - old coffee maker was a fill-the-pot with water then pour it into the coffee maker - a mess and an additional ""step"" - with this one, the reservoir comes off, put it under the sink and fill it.  No extra glass pot (to hit on the side of the sink and BREAK...) - love it.",positive,highly recommended old coffee maker fill pot water pour coffee maker mess additional step one reservoir come put sink fill extra glass pot hit side sink break love
"October 13, 2019",Jose A. Zapata,,Easy to use and a great gift. I like the option to brew a single-serve any time I need to.,positive,easy use great gift like option brew single serve time need
"February 16, 2021",matt,,real nice for making coffee easy to clean. coffee good and hot . good price good brand name . reaal happpy all in all,positive,real nice make coffee easy clean coffee good hot good price good brand name reaal happpy
"December 20, 2019",Ranses H.,,"Best coffee machine we ever had in our house. We saw this type of brewer at a hotel we were staying. We loved it so much we decided to get one. Here it is, easy to program. There is coffee for everyone at the house and it is always hot. Not need to reheat in the microwave after a couple of hours if you decided to stay in bed and have your cup of coffee later.",positive,best coffee machine ever house saw type brewer hotel stay love much decide get one easy program coffee everyone house always hot need reheat microwave couple hour decide stay bed cup coffee later
"July 1, 2021",Dawn B.,,We had our previous one for 15 years and look forward to this one lasting just as long.,positive,previous one 15 year look forward one lasting long
"June 21, 2018",scoons7499,,"Okay, I love this coffee pot but a couple of things not so appealing. 1.) The clock light is WAY TOO bright - would be great if you could dim it, and 2.) Would be nice if there were a light at the dispenser to see how much coffee you are pouring in your cup. Other than that it's a great coffee maker.",positive,okay love coffee pot couple thing appeal clock light way bright would great could dim would nice light dispenser see much coffee pour cup great coffee maker
"July 10, 2019",Amazon Customer,,"We upgraded to this edition after we exasperated an earlier version of the Hamilton Beach BrewStation.  The side fill for the water is much easier and I find this one easier to clean that the earlier versions but not the easiest.  Our coffee is good, stays super hot and looks sharp on the counter. Would purchase again and would recommend.",positive,upgrade edition exasperate early version hamilton beach brewstation side fill water much easy find one easy clean early version easy coffee good stay super hot look sharp counter would purchase would recommend
"June 6, 2013",W.,One,"I had the Hamilton Beach 6 cup Coffeemaker for over four years and it made great coffee and still is functional, but decided to go with this one and upgrade a bit, kept the old one for a backup. This one makes up to twelve cups and has buttons for hours to keep the coffee warm, Brew strength(1-4cups and bold). Just tried it out and looks like a keeper, only can hope it lasts as long as the previous one. Two day delivery with Prime is wonderful.",positive,hamilton beach cup coffeemaker four year make great coffee still functional decide go one upgrade bit keep old one backup one make twelve cup button hour keep coffee warm brew strength 4cups bold try look like keeper hope last long previous one two day delivery prime wonderful
"May 7, 2020",Cindie,,Love this coffee maker! I had another Hamilton Beach like it but love the water dispenser you fill to make the coffee! So much easier than having to pour it in!! Definitely recommend !,positive,love coffee maker another hamilton beach like love water dispenser fill make coffee much easy pour definitely recommend
"July 20, 2018",Barbara Brauch,,"I've used this brand and model of coffee maker for years.  We like the design, with the coffee staying inside of the unit, and using the dispenser to pour a cup of coffee.  No need to pick up a glass pot.  Also, the evaporated water stays inside, so the coffee doesn't get stronger and bitter.",positive,use brand model coffee maker year like design coffee stay inside unit use dispenser pour cup coffee need pick glass pot also evaporated water stay inside coffee get strong bitter
"February 5, 2021",Wac Veteran,,"I've had one of these before, but the price was the best.  Brews fast and easy to set.",positive,one price best brew fast easy set
"March 4, 2019",Maxmillion,,"The HB brewmaster makes really good coffee, is easy to clean and easy to program. My first HB brewmaster lasted nearly 10 years. This has a smaller footprint and I like that I can select how long to keep the coffee hot. I really loved my old HB. I hope the new one is as great as the first.",positive,hb brewmaster make really good coffee easy clean easy program first hb brewmaster last nearly 10 year small footprint like select long keep coffee hot really love old hb hope new one great first
"January 19, 2020",Amazon Customer,,"The appliance itself has a very cheap feel to it. It works pretty decent and I like the multiple settings it allows such as brewing only 1 to 4 cups and setting the hours you would like to keep the Coffee warm. On that note, the coffee is only lukewarm when it first comes out of the pot which is frustrating when you want a hot cup right away.",positive,appliance cheap feel work pretty decent like multiple setting allow brew cup set hour would like keep coffee warm note coffee lukewarm first come pot frustrate want hot cup right away
"February 23, 2021",J A Carter,,"Best coffee maker I've ever bought, and I've bought a few.  I like the fact that it doesn't have a carafe  but a  reservoir that dispenses coffee when you want.",positive,best coffee maker ever buy buy like fact carafe reservoir dispenses coffee want
"May 25, 2021",Fl Keys,,works great been using this model for years.  has about  a four or five year lifespan,positive,work great use model year four five year lifespan
"July 13, 2013",Ray V,,"Serious coffee drinker here! Purchased the cheaper 6 cup maker of H.B. that was junk. This is a total upgrade for a good price, still! No messes like the leaky 6 cup cheaper one, just a straight robust pour. Everything mechanical works great & can handle a crowd of java heads no problem. No need to break the bank for a fancy coffee maker here, just a straight forward good brewer here on time. Plus the lit timer is nice, & it looks good. Finally a reliable brewer w/o the spills, or high price tag.",positive,serious coffee drinker purchase cheap cup maker junk total upgrade good price still mess like leaky cup cheap one straight robust pour everything mechanical work great handle crowd java head problem need break bank fancy coffee maker straight forward good brewer time plus lit timer nice look good finally reliable brewer spill high price tag
"August 7, 2020",Joe Bogie,,"I love everything about this except that's there's a small leak from somewhere so when I make coffee there's a little bit that leaks out of somewhere underneath it that I need to wipe up. So, minor inconvenience and everything else is awesome!!! and I love the convenience of sticking my cup underneath it and having the coffee poured for me.",positive,love everything except small leak somewhere make coffee little bit leak somewhere underneath need wipe minor inconvenience everything else awesome love convenience stick cup underneath coffee pour
"February 25, 2014",L. A. Holland,One,"Hands down....the best coffeemaker out there. I absolutely love this product... so much that I  also bought one for my 87 year old quilting buddy, who has problems with her hands/wrists. VERY easy to use, maintain, fill.  Coffee tastes much ""cleaner"" and  the keep warm feature  somehow prevents coffee tasting burnt. I've probably owned 25+ coffee makers in my lifetime and this one is by far the best.  I strongly recommend this product.",positive,hand best coffeemaker absolutely love product much also buy one 87 year old quilting buddy problem hand wrists easy use maintain fill coffee taste much clean keep warm feature somehow prevent coffee taste burnt probably own 25 coffee maker lifetime one far best strongly recommend product
"August 10, 2020",Katie,,I had one before and liked it.  Best part is that there is no glass carafe for the coffee.,positive,one like best part glass carafe coffee
"March 5, 2020",TP,,Best coffee maker ever. Easy to set up. Turn on the timer and wake up to the smell of coffee. No pouring. Push your cup against the button and it fills up.,positive,best coffee maker ever easy set turn timer wake smell coffee pour push cup button fill
"April 13, 2021",John M,,Does what its intended to do. Same one I had before so works like a charm. Great buy,positive,intend one work like charm great buy
"October 1, 2019",Amazon Customer,,I own 2 of these coffee pots. One at home and one at the lake. I love that they don’t have a glass pot.,positive,coffee pot one home one lake love glass pot
"June 18, 2016",C. Lucero,One,I absolutely love this coffee maker.  It is programmable (a big plus) and it is not messy for filter changing or water adding.  I also like the fact that I am not dealing with a glass coffee pot.  The less pieces the better.  Highly recommend this.,positive,absolutely love coffee maker programmable big plus messy filter changing water add also like fact deal glass coffee pot less piece good highly recommend
"October 20, 2018",Mark Hobson,,The machine makes good coffee and does keep it hot. The self serve feature is great. My only complaint is that the first machine that we received leaked!  We were able to return it and the replacement has been fine. We went with this model because we have had a similar one that still works after 10 years!,positive,machine make good coffee keep hot self serve feature great complaint first machine receive leak able return replacement fine go model similar one still work 10 year
"July 3, 2017",amber,One,I had the same coffee pot and loved it!! It worked great until the spring broke and the coffee couldn't come out. I saw the used ones on Amazon for like half price.I looked at reviews of other purchasers and took a chance.I am very happy with the coffee pot!! I just kept my old one for parts if i ever need them. I love that this coffee pot!!  It doesn't have a carafe that can be broken is a real plus!!,positive,coffee pot love work great spring break coffee come saw used one amazon like half price look review purchaser take chance happy coffee pot keep old one part ever need love coffee pot carafe break real plus
"November 22, 2016",Nick B,,"This coffee maker is great! Very easy to set up and use. Love that I can fill up my big mug with exact amount of water I need and boom, it's ready in the morning. I am not one to drink a whole pot of coffee or drink it all day. This is perfect for my morning routine and simple to us.",positive,coffee maker great easy set use love fill big mug exact amount water need boom ready morning one drink whole pot coffee drink day perfect morning routine simple u
"April 5, 2019",cheryl,,"Nice design, with all removable parts.  Easy to fill  removable water canister.  The internal coffee holder also removes, and is easy to wash out in the sink.  The one issue I do have is that this coffee maker is very lightweight, and can slide on the counter when dispensing your coffee in the mug.  You will need to hold on to it when pressing the lever.  The coffee is a good temperature so overall I am pleased.",positive,nice design removable part easy fill removable water canister internal coffee holder also remove easy wash sink one issue coffee maker lightweight slide counter dispense coffee mug need hold press lever coffee good temperature overall pleased
